receipt_id,room_no,room_member_id,receipt_type,input_method,image_url,image_hash,ocr_status,store_name,total_amount,amount,receipt_issued_at,address,center_lat,center_lng,split_group_id,good_price_store_id,good_price_store_name,good_price_store_address,good_price_matched,good_price_verified_at,confirmed,created_at,updated_at
709644,176,300667,COMBINED,MANUAL,,,MANUAL,부대찌개집,9900,9900,2025-04-07 20:16:17,서울 강남구 샘플로 94,37.4988989,127.0230532,,,,,0,,1,2025-04-07 20:39:17,2025-04-07 21:08:17
709645,665,302614,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709645.jpg,1b10249adb041d191193b489ccdd169949f3b43a14f1c8bd1eb9835c726428dd,SUCCESS,사천마라탕,23900,23900,2024-04-20 18:10:59,부산 해운대구 샘플로 22,35.1631239,129.1667352,,,,,0,,0,2024-04-20 18:16:59,2024-04-20 19:08:59
709646,128,300486,COMBINED,MANUAL,,,MANUAL,라멘야,17300,17300,2024-06-19 16:07:32,서울 종로구 샘플로 95,37.5683581,126.9791518,,,,,0,,1,2024-06-19 16:36:32,2024-06-19 16:43:32
709647,395,301559,COMBINED,MANUAL,,,MANUAL,마포김밥,8000,8000,2024-12-14 11:33:00,서울 마포구 홍익로 3,37.5577431,126.9230633,,GP_MAPO_ETC_001,마포김밥,서울 마포구 홍익로 3,1,2024-12-14 12:59:00,1,2024-12-14 11:42:00,2024-12-14 12:35:00
709648,461,301802,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709648.jpg,517cf8e93f6c8fbffac7621ad9d3a0f88665c4ac2f536334fe50d25fa5efe950,FAILED,크림파스타하우스,11400,11400,2024-05-18 04:49:57,서울 강남구 샘플로 70,37.4956143,127.0280063,,,,,0,,0,2024-05-18 05:19:57,2024-05-18 05:56:57
709649,493,301924,COMBINED,MANUAL,,,MANUAL,이탈리안키친,19400,19400,2024-06-22 14:01:15,서울 종로구 샘플로 25,37.5687846,126.9784411,,,,,0,,1,2024-06-22 14:04:15,2024-06-22 14:15:15
709650,542,302120,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709650.jpg,c5e6ffa1a77523c05fec12bacaa333dac572dd5dc1a3717ba97ef4458ef74241,FAILED,대전라멘,9500,9500,2025-08-04 09:21:30,대전 서구 한밭대로 30,36.3509274,127.3854227,,GP_DAEJEON_JP_001,대전라멘,대전 서구 한밭대로 30,1,2025-08-04 11:06:30,0,2025-08-04 09:33:30,2025-08-04 09:36:30
709651,551,302153,COMBINED,MANUAL,,,MANUAL,돈부리하우스,17500,17500,2025-01-26 22:18:28,대전 서구 샘플로 72,36.3496362,127.382227,,,,,0,,1,2025-01-26 22:45:28,2025-01-26 22:53:28
709652,227,300875,COMBINED,MANUAL,,,MANUAL,광주우동,8000,8000,2025-05-13 17:10:46,광주 서구 상무민주로 14,35.1511329,126.8514222,,GP_GWANGJU_JP_001,광주우동,광주 서구 상무민주로 14,1,2025-05-13 17:41:46,1,2025-05-13 17:31:46,2025-05-13 18:18:46
709653,544,302126,COMBINED,MANUAL,,,MANUAL,로마파스타,11500,11500,2024-05-24 10:24:26,서울 성동구 샘플로 83,37.564735,127.0398591,,,,,0,,1,2024-05-24 10:35:26,2024-05-24 10:38:26
709654,628,302453,COMBINED,MANUAL,,,MANUAL,해운대밀면,8800,8800,2024-06-12 21:40:44,부산 해운대구 해운대로 30,35.1633121,129.1635194,,GP_BUSAN_KR_001,해운대밀면,부산 해운대구 해운대로 30,1,2024-06-12 22:05:44,1,2024-06-12 21:48:44,2024-06-12 22:40:44
709655,640,302511,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709655.jpg,b1bf2ea58897f9c06332b626b9e69a7f707895525caf4f49e13c6494eeb819af,SUCCESS,오돌뼈집,8400,8400,2024-12-10 05:47:45,부산 해운대구 샘플로 75,35.1667185,129.1642883,,,,,0,,0,2024-12-10 05:48:45,2024-12-10 06:33:45
709656,611,302385,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709656.jpg,df9f04101139c5e467e287ed84eb2d4ca105d9c42ddf7cfddd3ce238815d1b2e,SUCCESS,홈그릴,19300,19300,2024-08-05 16:14:35,대구 중구 샘플로 95,35.874869,128.5927067,,,,,0,,0,2024-08-05 16:28:35,2024-08-05 17:04:35
709657,557,302175,COMBINED,MANUAL,,,MANUAL,대구분식,8000,8000,2025-10-18 01:36:32,대구 중구 교동 10,35.8694533,128.5988648,,GP_DAEGU_ETC_001,대구분식,대구 중구 교동 10,1,2025-10-18 03:24:32,1,2025-10-18 01:58:32,2025-10-18 02:37:32
709658,299,301162,COMBINED,MANUAL,,,MANUAL,성동중화요리,8000,8000,2024-07-07 01:05:25,서울 성동구 고산자로 22,37.5614751,127.0398026,,GP_SEONGDONG_CN_001,성동중화요리,서울 성동구 고산자로 22,1,2024-07-07 02:47:25,1,2024-07-07 01:26:25,2024-07-07 01:28:25
709659,249,300958,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709659.jpg,ac19790dbfcba8ec8c8bc74654502b0016f166db7708c0a465093bd8fbc018df,SUCCESS,로마파스타,11400,11400,2025-02-09 13:23:09,서울 강남구 샘플로 96,37.495911,127.0301142,,,,,0,,0,2025-02-09 13:42:09,2025-02-09 14:23:09
709660,677,302672,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709660.jpg,68240f9ba28925f42b2bdf02a90edf1e1e37dc0be05a79a02ea1f5b58449387a,FAILED,마포버거,8900,8900,2025-05-12 17:17:30,서울 마포구 양화로 55,37.5521345,126.9189064,,GP_MAPO_WS_001,마포버거,서울 마포구 양화로 55,1,2025-05-12 19:08:30,0,2025-05-12 17:44:30,2025-05-12 18:16:30
709661,116,300433,COMBINED,MANUAL,,,MANUAL,안양우동,8000,8000,2025-02-20 22:32:00,경기 안양시 만안구 냉천로 22,37.3913539,126.9517369,,GP_ANYANG_JP_001,안양우동,경기 안양시 만안구 냉천로 22,1,2025-02-20 22:51:00,1,2025-02-20 22:55:00,2025-02-20 23:02:00
709662,497,301940,COMBINED,MANUAL,,,MANUAL,맛있는 김치찌개,11600,11600,2024-10-14 07:44:25,서울 성동구 샘플로 44,37.5620408,127.0403217,,,,,0,,1,2024-10-14 07:46:25,2024-10-14 08:25:25
709663,509,301994,COMBINED,MANUAL,,,MANUAL,마포짬뽕,8000,8000,2024-07-01 06:09:41,서울 마포구 신촌로 10,37.5565793,126.9371952,,GP_MAPO_CN_001,마포짬뽕,서울 마포구 신촌로 10,1,2024-07-01 06:27:41,1,2024-07-01 06:20:41,2024-07-01 06:41:41
709664,561,302191,COMBINED,MANUAL,,,MANUAL,돈부리하우스,11900,11900,2024-06-09 02:48:02,서울 종로구 샘플로 59,37.5760965,126.9777366,,,,,0,,1,2024-06-09 03:16:02,2024-06-09 04:03:02
709665,496,301936,COMBINED,MANUAL,,,MANUAL,김밥나라,24500,24500,2024-04-02 22:35:51,서울 성동구 샘플로 66,37.5618736,127.03762,,,,,0,,1,2024-04-02 22:46:51,2024-04-02 23:05:51
709666,675,302660,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709666.jpg,8a128b8ee91c487a8f34e5d5611b9879a4d5a7ad420c09ad8efb9c7bd5091098,SUCCESS,해운대초밥,11300,11300,2025-05-23 01:04:34,부산 해운대구 해운대해변로 100,35.1592458,129.1598578,,GP_BUSAN_JP_001,해운대초밥,부산 해운대구 해운대해변로 100,1,2025-05-23 01:38:34,0,2025-05-23 01:33:34,2025-05-23 02:24:34
709667,426,301678,COMBINED,MANUAL,,,MANUAL,브런치카페,11200,11200,2024-12-04 19:46:09,부산 해운대구 샘플로 96,35.1629562,129.1618177,,,,,0,,1,2024-12-04 20:05:09,2024-12-04 20:23:09
709668,265,301026,COMBINED,MANUAL,,,MANUAL,광주우동,8000,8000,2025-07-06 02:59:29,광주 서구 상무민주로 14,35.1516481,126.851671,,GP_GWANGJU_JP_001,광주우동,광주 서구 상무민주로 14,1,2025-07-06 03:38:29,1,2025-07-06 03:23:29,2025-07-06 04:06:29
709669,322,301246,COMBINED,MANUAL,,,MANUAL,안양우동,8000,8000,2024-07-22 01:13:03,경기 안양시 만안구 냉천로 22,37.3927993,126.9503516,,GP_ANYANG_JP_001,안양우동,경기 안양시 만안구 냉천로 22,1,2024-07-22 01:41:03,1,2024-07-22 01:18:03,2024-07-22 01:33:03
709670,499,301949,COMBINED,MANUAL,,,MANUAL,피자팩토리,11800,11800,2025-04-08 14:11:52,서울 강남구 샘플로 60,37.4969005,127.0251717,,,,,0,,1,2025-04-08 14:28:52,2025-04-08 14:39:52
709671,424,301671,COMBINED,MANUAL,,,MANUAL,호떡집,12700,12700,2025-08-26 08:02:06,경기 안양시 만안구 샘플로 57,37.3925892,126.9497713,,,,,0,,1,2025-08-26 08:30:06,2025-08-26 09:04:06
709672,659,302587,COMBINED,MANUAL,,,MANUAL,타코야키,12400,12400,2024-07-24 20:41:46,대구 중구 샘플로 27,35.8737338,128.5918795,,,,,0,,1,2024-07-24 20:42:46,2024-07-24 20:42:46
709673,206,300785,COMBINED,MANUAL,,,MANUAL,해운대초밥,10600,10600,2025-02-24 08:25:03,부산 해운대구 해운대해변로 100,35.1594882,129.1608841,,GP_BUSAN_JP_001,해운대초밥,부산 해운대구 해운대해변로 100,1,2025-02-24 10:06:03,1,2025-02-24 08:53:03,2025-02-24 09:16:03
709674,17,300061,COMBINED,MANUAL,,,MANUAL,종로파스타,9700,9700,2025-02-20 17:10:42,서울 종로구 율곡로 20,37.5768433,126.9895356,,GP_JONGNO_WS_001,종로파스타,서울 종로구 율곡로 20,1,2025-02-20 17:21:42,1,2025-02-20 17:28:42,2025-02-20 18:25:42
709675,600,302345,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709675.jpg,1a3e8b92daa3ec440215b14625cefde5ed9b67eb242839795d050d55ff157f81,FAILED,사천마라탕,18100,18100,2024-07-27 23:45:38,서울 강남구 샘플로 41,37.4980007,127.0313875,,,,,0,,0,2024-07-27 23:53:38,2024-07-28 00:39:38
709676,442,301734,COMBINED,MANUAL,,,MANUAL,해운대짜장,8000,8000,2025-02-10 23:19:14,부산 해운대구 좌동로 8,35.170589,129.1802157,,GP_BUSAN_CN_001,해운대짜장,부산 해운대구 좌동로 8,1,2025-02-11 00:49:14,1,2025-02-10 23:46:14,2025-02-11 00:38:14
709677,86,300322,COMBINED,MANUAL,,,MANUAL,베이징덕,24900,24900,2024-10-30 11:05:48,광주 서구 샘플로 49,35.1496719,126.8525849,,,,,0,,1,2024-10-30 11:09:48,2024-10-30 11:44:48
709678,288,301123,COMBINED,MANUAL,,,MANUAL,타코야키,17300,17300,2024-08-09 15:54:08,경기 수원시 팔달구 샘플로 32,37.2802466,127.0134853,,,,,0,,1,2024-08-09 16:06:08,2024-08-09 16:58:08
709679,166,300633,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709679.jpg,4c642dbb0541b991b07daaf189d5c1d211977d1c5d1357b49ee4dcff0b572560,SUCCESS,사천마라탕,20600,20600,2024-03-16 07:32:06,대구 중구 샘플로 58,35.8729069,128.6005235,,,,,0,,0,2024-03-16 07:54:06,2024-03-16 08:51:06
709680,682,302693,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709680.jpg,31906fb41c1130220f0d864189af88e7e27f7de91f189df4d70f0ea5a5e02a13,SUCCESS,스시히로,26300,26300,2025-01-06 03:14:45,광주 서구 샘플로 4,35.1530073,126.8509344,,,,,0,,0,2025-01-06 03:27:45,2025-01-06 04:05:45
709681,114,300426,COMBINED,MANUAL,,,MANUAL,와플카페,15600,15600,2025-05-08 08:58:28,서울 마포구 샘플로 2,37.5520624,126.9513482,,,,,0,,1,2025-05-08 09:01:28,2025-05-08 09:04:28
709682,37,300130,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709682.jpg,470de923fbeb3f0042f3d25c25b28c4f8bb398c5f1b6cb947ff71051a5fd9608,SUCCESS,마포갈비,10400,10400,2024-10-12 13:10:10,서울 마포구 마포대로 40,37.5485474,126.9521839,,GP_MAPO_KR_001,마포갈비,서울 마포구 마포대로 40,1,2024-10-12 14:22:10,0,2024-10-12 13:39:10,2024-10-12 13:51:10
709683,56,300199,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709683.jpg,6830834efb6e36f5f361c8aeeed1fcb39963647e1f1a0bfddfaeb177d3c0f96c,SUCCESS,홍콩반점,20700,20700,2024-01-31 04:56:45,서울 마포구 샘플로 3,37.5457038,126.9494931,,,,,0,,0,2024-01-31 05:25:45,2024-01-31 05:38:45
709684,422,301663,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709684.jpg,da352e758ba0963afea93917dca49a0da5baef21db107b4e89cd652df880118f,SUCCESS,브런치카페,24400,24400,2025-02-18 04:30:12,경기 수원시 팔달구 샘플로 46,37.2866361,127.0168054,,,,,0,,0,2025-02-18 04:45:12,2025-02-18 05:25:12
709685,396,301564,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709685.jpg,51245c03e89c65ace10636ce2ffd74b7cafb797bc6b2199ca2a5ba72cb799bda,SUCCESS,오돌뼈집,29100,29100,2024-03-03 21:01:58,부산 해운대구 샘플로 67,35.1583859,129.1683754,,,,,0,,0,2024-03-03 21:17:58,2024-03-03 21:32:58
709686,687,302710,COMBINED,MANUAL,,,MANUAL,분식왕,9900,9900,2024-11-11 18:56:28,광주 서구 샘플로 37,35.1463101,126.8549824,,,,,0,,1,2024-11-11 19:06:28,2024-11-11 19:14:28
709687,671,302640,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709687.jpg,726d6604e46f3404d9dfc39285915332f9743e889e2f3be6c575edd65d106a39,SUCCESS,성수초밥,13200,13200,2024-09-25 09:24:09,서울 성동구 성수이로 7,37.5447782,127.0582416,,GP_SEONGDONG_JP_001,성수초밥,서울 성동구 성수이로 7,1,2024-09-25 09:46:09,0,2024-09-25 09:54:09,2024-09-25 10:39:09
709688,689,302722,COMBINED,MANUAL,,,MANUAL,분식왕,10400,10400,2025-06-05 02:15:39,경기 안양시 만안구 샘플로 54,37.3909526,126.9475111,,,,,0,,1,2025-06-05 02:31:39,2025-06-05 02:58:39
709689,116,300432,COMBINED,MANUAL,,,MANUAL,안양우동,8000,8000,2024-11-25 08:25:57,경기 안양시 만안구 냉천로 22,37.391744,126.9515435,,GP_ANYANG_JP_001,안양우동,경기 안양시 만안구 냉천로 22,1,2024-11-25 10:20:57,1,2024-11-25 08:43:57,2024-11-25 08:59:57
709690,334,301298,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709690.jpg,90309e183a17ab2d7ebabf9a807c8dcda762e0787bac3439a1d413d9eb7078ba,SUCCESS,붕어빵포차,11000,11000,2025-11-29 13:03:16,서울 마포구 샘플로 28,37.5483529,126.9497414,,,,,0,,0,2025-11-29 13:30:16,2025-11-29 13:37:16
709691,564,302202,COMBINED,MANUAL,,,MANUAL,삼겹살구이,15000,15000,2024-10-01 00:41:11,대구 중구 샘플로 18,35.8692447,128.5910406,,,,,0,,1,2024-10-01 01:06:11,2024-10-01 01:10:11
709692,227,300875,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709692.jpg,22237f6e7040cb6e9ce5c4f4fd4192843700fb9d25030236ed17fcdcc9ca4f74,SUCCESS,광주우동,8000,8000,2025-12-06 19:57:16,광주 서구 상무민주로 14,35.1503036,126.8501295,,GP_GWANGJU_JP_001,광주우동,광주 서구 상무민주로 14,1,2025-12-06 21:45:16,0,2025-12-06 20:27:16,2025-12-06 21:09:16
709693,343,301333,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709693.jpg,6cf9616d7edb54c850f8bea07a68037398a7b71bf6b414a7a4d51f0c2e3823f5,SUCCESS,베이징덕,18300,18300,2024-03-22 16:53:28,광주 서구 샘플로 99,35.1500761,126.8501993,,,,,0,,0,2024-03-22 17:14:28,2024-03-22 17:29:28
709694,530,302080,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709694.jpg,678fb9d6604bbbde1bc68b7b7fdff8354597a24e7add0c66526c4ff117715022,PENDING,종로라멘,9300,9300,2025-04-04 09:48:18,서울 종로구 삼일대로 33,37.5710116,126.9815793,,GP_JONGNO_JP_001,종로라멘,서울 종로구 삼일대로 33,1,2025-04-04 10:41:18,0,2025-04-04 09:56:18,2025-04-04 10:26:18
709695,613,302397,COMBINED,MANUAL,,,MANUAL,버거앤,17600,17600,2024-09-18 15:37:26,경기 수원시 팔달구 샘플로 8,37.2832793,127.0178447,,,,,0,,1,2024-09-18 15:57:26,2024-09-18 16:16:26
709696,155,300595,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709696.jpg,06b14c896185dd45fe31be7c6669458b186b0892c87267798abf4a5e931fd060,FAILED,붕어빵포차,16100,16100,2024-12-28 18:17:01,대전 서구 샘플로 61,36.3490733,127.3881446,,,,,0,,0,2024-12-28 18:23:01,2024-12-28 18:50:01
709697,327,301272,COMBINED,MANUAL,,,MANUAL,브런치카페,14900,14900,2025-01-02 09:06:06,대구 중구 샘플로 27,35.868836,128.5936782,,,,,0,,1,2025-01-02 09:17:06,2025-01-02 10:14:06
709698,399,301578,COMBINED,MANUAL,,,MANUAL,로마파스타,12700,12700,2024-07-09 05:39:53,서울 종로구 샘플로 49,37.5685286,126.9824684,,,,,0,,1,2024-07-09 05:57:53,2024-07-09 06:30:53
709699,345,301345,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709699.jpg,e34bf6b620192c3523c4cc132f4872cc008f650fb37f7006ded1a399e7944ac6,SUCCESS,대구분식,8000,8000,2024-10-10 00:07:09,대구 중구 교동 10,35.869146,128.5987214,,GP_DAEGU_ETC_001,대구분식,대구 중구 교동 10,1,2024-10-10 00:40:09,0,2024-10-10 00:17:09,2024-10-10 00:47:09
709700,504,301973,COMBINED,MANUAL,,,MANUAL,해운대스테이크,11100,11100,2024-12-10 06:06:53,부산 해운대구 달맞이길 55,35.1656193,129.1706092,,GP_BUSAN_WS_001,해운대스테이크,부산 해운대구 달맞이길 55,1,2024-12-10 06:51:53,1,2024-12-10 06:13:53,2024-12-10 06:50:53
709701,401,301586,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709701.jpg,07e6e9a4687629d502951c533874d208b869bcf1ff86e09f7470c61ba0d25ad3,SUCCESS,타코야키,19100,19100,2026-02-25 14:15:23,경기 수원시 팔달구 샘플로 56,37.2872295,127.0133871,,,,,0,,0,2026-02-25 14:41:23,2026-02-25 15:40:23
709702,261,301007,COMBINED,MANUAL,,,MANUAL,성동쌈밥,8500,8500,2025-01-13 21:27:53,서울 성동구 성수일로 12,37.5460475,127.0557566,,GP_SEONGDONG_KR_002,성동쌈밥,서울 성동구 성수일로 12,1,2025-01-13 23:23:53,1,2025-01-13 21:50:53,2025-01-13 22:40:53
709703,539,302111,COMBINED,MANUAL,,,MANUAL,된장찌개마을,12500,12500,2024-08-21 12:12:42,서울 강남구 샘플로 21,37.500818,127.0278979,,,,,0,,1,2024-08-21 12:38:42,2024-08-21 13:20:42
709704,232,300899,COMBINED,MANUAL,,,MANUAL,이탈리안키친,25300,25300,2025-03-27 09:02:06,광주 서구 샘플로 34,35.1514321,126.8487218,,,,,0,,1,2025-03-27 09:23:06,2025-03-27 09:34:06
709705,171,300648,COMBINED,MANUAL,,,MANUAL,종로분식,8000,8000,2024-02-14 00:40:44,서울 종로구 창경궁로 5,37.5732074,126.9804709,,GP_JONGNO_ETC_001,종로분식,서울 종로구 창경궁로 5,1,2024-02-14 00:53:44,1,2024-02-14 01:09:44,2024-02-14 01:42:44
709706,396,301565,COMBINED,MANUAL,,,MANUAL,오돌뼈집,25800,25800,2024-02-21 13:17:59,부산 해운대구 샘플로 40,35.1629398,129.1608883,,,,,0,,1,2024-02-21 13:26:59,2024-02-21 14:00:59
709707,587,302290,COMBINED,MANUAL,,,MANUAL,마포버거,8000,8000,2025-10-29 04:13:36,서울 마포구 양화로 55,37.5535843,126.9175254,,GP_MAPO_WS_001,마포버거,서울 마포구 양화로 55,1,2025-10-29 05:33:36,1,2025-10-29 04:23:36,2025-10-29 05:20:36
709708,333,301296,COMBINED,MANUAL,,,MANUAL,해운대분식,8000,8000,2024-03-13 19:17:34,부산 해운대구 구남로 22,35.1583401,129.1591867,,GP_BUSAN_ETC_001,해운대분식,부산 해운대구 구남로 22,1,2024-03-13 20:49:34,1,2024-03-13 19:24:34,2024-03-13 20:19:34
709709,193,300737,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709709.jpg,c4cb5285c1daabd786f8fc818df09062a3bb4a94627795200c52e02c49acde58,SUCCESS,사케바,11000,11000,2025-03-18 00:13:08,서울 강남구 샘플로 54,37.4973547,127.0275267,,,,,0,,0,2025-03-18 00:28:08,2025-03-18 00:40:08
709710,543,302123,COMBINED,MANUAL,,,MANUAL,안양짜장,8000,8000,2024-02-01 19:14:14,경기 안양시 만안구 박달로 8,37.387677,126.9531096,,GP_ANYANG_CN_001,안양짜장,경기 안양시 만안구 박달로 8,1,2024-02-01 20:01:14,1,2024-02-01 19:39:14,2024-02-01 20:39:14
709711,188,300715,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709711.jpg,ee20eac8349a4e683de7b1d1568eee53a31492cd4941625c0848d59145cb5d1c,SUCCESS,광주육전,10300,10300,2025-08-10 05:21:43,광주 서구 치평로 8,35.1516498,126.8508351,,GP_GWANGJU_KR_002,광주육전,광주 서구 치평로 8,1,2025-08-10 06:01:43,0,2025-08-10 05:45:43,2025-08-10 05:56:43
709712,17,300062,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709712.jpg,be239f0b12da16f0f5ecc59c8e62ca15706e8e95935a5ca8f72f26af07691344,SUCCESS,이탈리안키친,11600,11600,2025-03-14 03:15:20,서울 종로구 샘플로 91,37.5688378,126.9811258,,,,,0,,0,2025-03-14 03:22:20,2025-03-14 03:46:20
709713,134,300513,COMBINED,MANUAL,,,MANUAL,마포김밥,8000,8000,2024-10-21 04:27:52,서울 마포구 홍익로 3,37.5566916,126.9242558,,GP_MAPO_ETC_001,마포김밥,서울 마포구 홍익로 3,1,2024-10-21 04:47:52,1,2024-10-21 04:35:52,2024-10-21 04:37:52
709714,150,300572,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709714.jpg,051fa806ee6c378239fd7f0fb0d2c63c4fbd589131d294d3f4cf2f481df8175b,SUCCESS,브런치카페,8700,8700,2024-02-19 08:35:33,서울 마포구 샘플로 58,37.5515639,126.9485541,,,,,0,,0,2024-02-19 08:41:33,2024-02-19 09:26:33
709715,69,300251,COMBINED,MANUAL,,,MANUAL,수원짬뽕,8600,8600,2024-12-24 04:43:36,경기 수원시 팔달구 창룡대로 9,37.2852583,127.0207012,,GP_SUWON_CN_001,수원짬뽕,경기 수원시 팔달구 창룡대로 9,1,2024-12-24 05:28:36,1,2024-12-24 04:56:36,2024-12-24 05:25:36
709716,403,301594,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709716.jpg,429d8caafda8d9094d1e33e3ae83ff0fc91f94e67dc639b9e38172ab4274cf1b,SUCCESS,분식왕,18700,18700,2024-04-02 21:19:41,광주 서구 샘플로 65,35.1500536,126.8499387,,,,,0,,0,2024-04-02 21:40:41,2024-04-02 21:49:41
709717,399,301578,COMBINED,MANUAL,,,MANUAL,종로파스타,8800,8800,2024-07-04 10:07:20,서울 종로구 율곡로 20,37.5768629,126.9890492,,GP_JONGNO_WS_001,종로파스타,서울 종로구 율곡로 20,1,2024-07-04 11:17:20,1,2024-07-04 10:36:20,2024-07-04 11:08:20
709718,184,300700,COMBINED,GALLERY,https://storage.beggar.dev/receipts/709718.jpg,ec5ae4da56562ff86ae5e6b227f50f46d5879b8dc874666a839549b21bacb99a,SUCCESS,차이나드래곤,29400,29400,2025-02-04 12:04:45,서울 종로구 샘플로 96,37.5757194,126.975309,,,,,0,,0,2025-02-04 12:19:45,2025-02-04 12:20:45
709719,249,300961,COMBINED,MANUAL,,,MANUAL,로마파스타,11000,11000,2025-02-10 20:41:59,서울 강남구 샘플로 96,37.5007355,127.0248664,,,,,0,,1,2025-02-10 21:00:59,2025-02-10 21:21:59
709720,286,301116,COMBINED,MANUAL,,,MANUAL,대구파스타,10300,10300,2024-10-29 07:29:12,대구 중구 국채보상로 77,35.8734669,128.5948534,,GP_DAEGU_WS_001,대구파스타,대구 중구 국채보상로 77,1,2024-10-29 09:05:12,1,2024-10-29 07:49:12,2024-10-29 08:25:12
709721,447,301752,COMBINED,MANUAL,,,MANUAL,팬더짜장,26000,26000,2026-02-14 09:09:49,경기 수원시 팔달구 샘플로 75,37.2859894,127.0178556,,,,,0,,1,2026-02-14 09:11:49,2026-02-14 09:24:49
709722,146,300560,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709722.jpg,25302cdbe3b206e6ff133345ff08c1abe5957caef646442ca42d92cc0e68425b,FAILED,수원토스트,8000,8000,2024-12-18 12:44:33,경기 수원시 팔달구 매산로 11,37.2879913,127.0131138,,GP_SUWON_ETC_001,수원토스트,경기 수원시 팔달구 매산로 11,1,2024-12-18 13:59:33,0,2024-12-18 12:56:33,2024-12-18 13:54:33
709723,143,300547,COMBINED,MANUAL,,,MANUAL,사천마라탕,16300,16300,2024-03-14 10:50:21,경기 수원시 팔달구 샘플로 13,37.2873967,127.0164993,,,,,0,,1,2024-03-14 11:07:21,2024-03-14 11:57:21
709724,55,300197,COMBINED,MANUAL,,,MANUAL,토스트천국,19000,19000,2025-05-21 09:36:58,서울 종로구 샘플로 3,37.5712129,126.9822827,,,,,0,,1,2025-05-21 09:57:58,2025-05-21 10:14:58
709725,156,300600,COMBINED,MANUAL,,,MANUAL,닭꼬치골목,19900,19900,2025-03-25 21:54:17,경기 안양시 만안구 샘플로 19,37.3965134,126.9508392,,,,,0,,1,2025-03-25 21:55:17,2025-03-25 22:03:17
709726,354,301383,COMBINED,MANUAL,,,MANUAL,라멘야,23600,23600,2024-07-15 06:01:08,경기 수원시 팔달구 샘플로 24,37.2790386,127.019315,,,,,0,,1,2024-07-15 06:27:08,2024-07-15 06:42:08
709727,320,301238,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709727.jpg,13168c9cfa99f530fa7f330736bbc8ebd36d75ecad2ce5c645111695c87615e4,SUCCESS,사케바,12900,12900,2024-05-24 12:52:31,경기 안양시 만안구 샘플로 94,37.395786,126.9466992,,,,,0,,0,2024-05-24 12:55:31,2024-05-24 13:45:31
709728,235,300907,COMBINED,MANUAL,,,MANUAL,해운대스테이크,12000,12000,2025-03-13 06:49:27,부산 해운대구 달맞이길 55,35.1640396,129.171501,,GP_BUSAN_WS_001,해운대스테이크,부산 해운대구 달맞이길 55,1,2025-03-13 07:05:27,1,2025-03-13 06:57:27,2025-03-13 07:23:27
709729,266,301031,COMBINED,MANUAL,,,MANUAL,수원갈비,12200,12200,2024-11-07 09:25:05,경기 수원시 팔달구 정조로 12,37.2847236,127.0147833,,GP_SUWON_KR_001,수원갈비,경기 수원시 팔달구 정조로 12,1,2024-11-07 10:29:05,1,2024-11-07 09:46:05,2024-11-07 10:08:05
709730,604,302359,COMBINED,CAMERA,https://storage.beggar.dev/receipts/709730.jpg,76e501c9915ea7ad14214a7246c6206a8c3c0b05f04d6ce97a9d75c2e6e67b4e,SUCCESS,토스트천국,17800,17800,2024-04-08 17:41:12,서울 종로구 샘플로 27,37.5699994,126.975998,,,,,0,,0,2024-04-08 17:48:12,2024-04-08 18:02:12
709731,195,300747,COMBINED,MANUAL,,,MANUAL,맛있는 김치찌개,19200,19200,2026-01-22 21:15:41,서울 종로구 샘플로 78,37.5735828,126.9745431,,,,,0,,1,2026-01-22 21:20:41,2026-01-22 22:15:41
709732,159,300610,COMBINED,MANUAL,,,MANUAL,김밥나라,18500,18500,2026-04-08 10:27:42,대구 중구 샘플로 18,35.873673,128.5992107,,,,,0,,1,2026-04-08 10:45:42,2026-04-08 10:56:42
