budget_id,room_member_id,budget_amount,submitted_at
501905,302058,31000,2026-01-05 13:25:12
501906,302059,48000,2026-01-05 14:02:12
501907,302060,21000,2026-01-05 14:02:10
501908,302061,29000,2026-01-05 14:19:10
501909,302062,18000,2026-01-05 13:22:10
501910,302063,13000,2026-01-05 13:07:10
501911,302064,18000,2026-01-05 13:53:10
501912,302065,15000,2026-01-05 13:31:37
501913,302066,23000,2026-01-05 14:12:37
501914,302067,17000,2026-01-05 13:26:37
501915,302068,50000,2026-01-05 14:26:39
501916,302069,13000,2026-01-05 13:39:39
501917,302071,25000,2026-01-05 13:52:20
501918,302072,18000,2026-01-05 14:22:20
501919,302073,36000,2026-01-05 13:43:20
501920,302074,13000,2026-01-05 14:14:20
501921,302075,38000,2026-01-05 14:24:20
501922,302076,14000,2026-01-05 14:23:08
501923,302077,15000,2026-01-05 14:21:08
501924,302078,47000,2026-01-05 14:38:34
501925,302080,44000,2026-01-05 15:01:34
501926,302081,20000,2026-01-05 14:07:34
501927,302082,17000,2026-01-05 14:18:34
501928,302083,33000,2026-01-05 15:17:28
501929,302084,39000,2026-01-05 14:56:28
501930,302085,42000,2026-01-05 15:15:11
501931,302086,47000,2026-01-05 14:33:11
501932,302087,12000,2026-01-05 14:43:11
501933,302089,24000,2026-01-05 15:04:11
501934,302090,18000,2026-01-05 15:16:34
501935,302091,17000,2026-01-05 14:49:34
501936,302092,36000,2026-01-05 15:04:34
501937,302093,45000,2026-01-05 15:10:34
501938,302094,50000,2026-01-05 14:44:26
501939,302095,49000,2026-01-05 14:51:26
501940,302096,15000,2026-01-05 15:47:02
501941,302097,24000,2026-01-05 14:56:02
501942,302098,18000,2026-01-05 15:50:02
501943,302099,33000,2026-01-05 15:21:24
501944,302100,12000,2026-01-05 15:43:24
501945,302101,33000,2026-01-05 16:02:24
501946,302102,33000,2026-01-05 15:32:24
501947,302103,34000,2026-01-05 15:54:24
501948,302104,27000,2026-01-05 16:10:45
501949,302105,31000,2026-01-05 15:28:45
501950,302106,46000,2026-01-05 15:37:45
501951,302108,14000,2026-01-05 15:48:45
501952,302109,11000,2026-01-05 15:51:47
501953,302110,49000,2026-01-05 15:35:47
501954,302111,35000,2026-01-05 15:49:47
501955,302112,25000,2026-01-05 15:43:04
501956,302113,25000,2026-01-05 15:43:04
501957,302114,27000,2026-01-05 15:30:04
501958,302115,13000,2026-01-05 16:07:04
501959,302117,23000,2026-01-05 16:20:12
501960,302118,24000,2026-01-05 16:21:12
501961,302119,11000,2026-01-05 15:56:12
501962,302120,41000,2026-01-05 16:02:12
501963,302121,17000,2026-01-05 15:35:12
501964,302122,23000,2026-01-05 16:04:36
501965,302123,21000,2026-01-05 16:26:36
501966,302124,26000,2026-01-05 16:07:36
501967,302125,41000,2026-01-05 16:00:36
501968,302126,11000,2026-01-05 16:25:36
501969,302127,18000,2026-01-05 16:36:10
501970,302128,22000,2026-01-05 16:11:10
501971,302129,13000,2026-01-05 16:56:10
501972,302130,14000,2026-01-05 16:14:27
501973,302132,19000,2026-01-05 16:26:27
501974,302133,14000,2026-01-05 16:19:27
501975,302134,24000,2026-01-05 16:51:16
501976,302135,23000,2026-01-05 17:23:16
501977,302136,15000,2026-01-05 16:59:16
501978,302137,32000,2026-01-05 17:12:56
501979,302138,11000,2026-01-05 16:59:56
501980,302139,41000,2026-01-05 17:26:56
501981,302140,23000,2026-01-05 17:08:44
501982,302141,38000,2026-01-05 17:02:44
501983,302142,48000,2026-01-05 17:20:44
501984,302143,40000,2026-01-05 17:37:44
501985,302144,42000,2026-01-05 17:00:09
501986,302146,21000,2026-01-05 17:16:09
501987,302147,42000,2026-01-05 17:30:09
501988,302148,16000,2026-01-05 17:20:05
501989,302149,24000,2026-01-05 17:38:05
501990,302150,15000,2026-01-05 17:45:05
501991,302151,37000,2026-01-05 17:51:05
501992,302152,35000,2026-01-05 17:24:05
501993,302153,19000,2026-01-05 17:11:57
501994,302155,26000,2026-01-05 17:14:57
501995,302156,46000,2026-01-05 17:32:57
501996,302157,13000,2026-01-05 17:42:58
501997,302158,23000,2026-01-05 17:39:58
501998,302159,50000,2026-01-05 18:03:58
501999,302160,13000,2026-01-05 17:50:33
502000,302161,16000,2026-01-05 18:16:33
502001,302162,17000,2026-01-05 18:31:09
502002,302163,14000,2026-01-05 18:08:09
502003,302164,13000,2026-01-05 18:19:09
502004,302165,46000,2026-01-05 18:26:09
502005,302166,33000,2026-01-05 17:57:50
502006,302167,50000,2026-01-05 18:23:50
502007,302168,27000,2026-01-05 18:03:50
502008,302169,31000,2026-01-05 18:18:50
502009,302170,15000,2026-01-05 18:41:50
502010,302171,32000,2026-01-05 18:52:35
502011,302172,18000,2026-01-05 17:47:35
502012,302173,10000,2026-01-05 17:55:35
502013,302174,14000,2026-01-05 18:17:31
502014,302175,49000,2026-01-05 18:34:31
502015,302176,35000,2026-01-05 18:12:31
502016,302177,14000,2026-01-05 18:12:31
502017,302178,15000,2026-01-05 18:54:31
502018,302179,11000,2026-01-05 18:59:27
502019,302181,32000,2026-01-05 18:34:27
502020,302182,34000,2026-01-05 19:01:22
502021,302183,47000,2026-01-05 19:12:22
502022,302184,12000,2026-01-05 18:30:22
502023,302185,11000,2026-01-05 19:31:22
502024,302186,28000,2026-01-05 19:25:51
502025,302187,36000,2026-01-05 19:05:51
502026,302188,37000,2026-01-05 19:14:51
502027,302189,38000,2026-01-05 19:03:51
502028,302190,12000,2026-01-05 19:14:54
502029,302191,25000,2026-01-05 19:11:54
502030,302192,12000,2026-01-05 19:19:54
502031,302193,37000,2026-01-05 19:33:54
502032,302194,17000,2026-01-05 19:18:54
502033,302195,23000,2026-01-05 18:59:51
502034,302196,10000,2026-01-05 19:20:51
502035,302197,20000,2026-01-05 19:31:51
502036,302198,43000,2026-01-05 19:44:13
502037,302199,31000,2026-01-05 19:59:13
502038,302200,37000,2026-01-05 19:24:13
502039,302201,28000,2026-01-05 19:51:13
502040,302202,14000,2026-01-05 20:11:13
502041,302203,47000,2026-01-05 19:40:42
502042,302204,26000,2026-01-05 19:45:42
502043,302205,26000,2026-01-05 19:30:39
502044,302206,45000,2026-01-05 19:47:39
502045,302207,42000,2026-01-05 19:52:39
502046,302208,43000,2026-01-05 20:23:55
502047,302209,20000,2026-01-05 19:39:55
502048,302211,40000,2026-01-05 19:57:38
502049,302212,22000,2026-01-05 20:05:38
502050,302213,31000,2026-01-05 20:17:38
502051,302214,27000,2026-01-05 20:31:01
502052,302215,14000,2026-01-05 20:24:01
502053,302216,11000,2026-01-05 19:56:01
502054,302217,39000,2026-01-05 20:23:43
502055,302218,48000,2026-01-05 20:37:43
502056,302219,45000,2026-01-05 20:33:56
502057,302221,33000,2026-01-05 21:03:56
502058,302222,35000,2026-01-05 20:40:56
502059,302223,23000,2026-01-05 20:35:42
502060,302224,20000,2026-01-05 21:11:42
502061,302225,22000,2026-01-05 20:42:42
502062,302226,24000,2026-01-05 21:17:27
502063,302227,35000,2026-01-05 21:32:27
502064,302228,45000,2026-01-05 21:17:27
502065,302230,15000,2026-01-05 21:21:37
502066,302231,28000,2026-01-05 21:08:37
502067,302232,29000,2026-01-05 20:50:37
502068,302233,44000,2026-01-05 21:33:37
502069,302234,49000,2026-01-05 21:20:49
502070,302235,31000,2026-01-05 21:46:49
502071,302236,49000,2026-01-05 21:50:09
502072,302237,31000,2026-01-05 21:25:09
502073,302238,10000,2026-01-05 21:16:09
502074,302239,17000,2026-01-05 22:10:12
502075,302241,40000,2026-01-05 22:09:12
502076,302242,25000,2026-01-05 22:03:12
502077,302243,24000,2026-01-05 22:08:43
502078,302244,41000,2026-01-05 21:52:43
502079,302245,18000,2026-01-05 21:40:43
502080,302246,47000,2026-01-05 22:09:43
502081,302247,18000,2026-01-05 21:49:24
502082,302248,36000,2026-01-05 22:33:24
502083,302249,50000,2026-01-05 22:35:00
502084,302250,16000,2026-01-05 22:28:00
502085,302251,21000,2026-01-05 22:19:00
502086,302252,24000,2026-01-05 22:27:00
502087,302253,40000,2026-01-05 22:41:00
502088,302254,12000,2026-01-05 22:56:28
502089,302256,19000,2026-01-05 22:34:02
502090,302257,46000,2026-01-05 22:59:02
502091,302259,43000,2026-01-05 22:28:02
502092,302260,36000,2026-01-05 23:14:29
502093,302262,41000,2026-01-05 22:50:29
502094,302263,49000,2026-01-05 23:13:48
502095,302264,30000,2026-01-05 23:22:48
502096,302265,16000,2026-01-05 22:42:48
502097,302266,20000,2026-01-05 22:32:18
502098,302267,17000,2026-01-05 22:54:18
502099,302268,26000,2026-01-05 23:24:18
502100,302269,22000,2026-01-05 23:19:18
502101,302270,22000,2026-01-05 23:04:18
502102,302271,42000,2026-01-05 23:38:32
502103,302272,31000,2026-01-05 22:54:32
502104,302273,10000,2026-01-05 23:36:32
502105,302274,42000,2026-01-05 23:43:32
502106,302275,49000,2026-01-05 23:38:01
502107,302277,30000,2026-01-05 23:31:01
502108,302278,41000,2026-01-05 23:45:01
502109,302279,36000,2026-01-05 23:01:41
502110,302280,19000,2026-01-05 23:49:41
502111,302281,46000,2026-01-05 23:53:41
502112,302282,36000,2026-01-05 23:48:05
502113,302283,47000,2026-01-05 23:41:05
502114,302284,19000,2026-01-06 00:08:05
502115,302285,28000,2026-01-06 00:11:05
502116,302286,26000,2026-01-06 00:05:49
502117,302287,31000,2026-01-05 23:39:49
502118,302288,12000,2026-01-05 23:44:03
502119,302289,20000,2026-01-05 23:37:03
502120,302290,19000,2026-01-05 23:59:03
502121,302291,17000,2026-01-06 00:37:48
502122,302292,44000,2026-01-06 00:15:48
502123,302293,43000,2026-01-06 00:09:15
502124,302294,29000,2026-01-06 00:17:15
502125,302295,10000,2026-01-06 00:09:15
502126,302296,42000,2026-01-06 00:46:15
502127,302297,34000,2026-01-06 00:59:15
502128,302298,29000,2026-01-06 00:57:15
502129,302299,18000,2026-01-06 00:32:15
502130,302300,19000,2026-01-06 01:00:15
502131,302302,26000,2026-01-06 00:59:41
502132,302303,41000,2026-01-06 00:47:41
502133,302305,49000,2026-01-06 01:01:41
502134,302306,42000,2026-01-06 01:05:26
502135,302307,13000,2026-01-06 00:30:26
502136,302308,20000,2026-01-06 01:01:26
502137,302309,22000,2026-01-06 01:32:26
502138,302310,10000,2026-01-06 00:49:02
502139,302311,27000,2026-01-06 00:46:02
502140,302312,10000,2026-01-06 01:05:02
502141,302313,49000,2026-01-06 00:57:04
502142,302314,37000,2026-01-06 01:08:04
502143,302315,25000,2026-01-06 01:59:04
502144,302316,23000,2026-01-06 01:59:04
502145,302317,23000,2026-01-06 01:10:04
502146,302318,50000,2026-01-06 01:23:13
502147,302320,16000,2026-01-06 01:05:45
502148,302322,42000,2026-01-06 02:09:33
502149,302324,43000,2026-01-06 01:38:33
502150,302325,12000,2026-01-06 02:03:01
502151,302326,47000,2026-01-06 01:52:01
502152,302327,43000,2026-01-06 01:39:01
502153,302328,14000,2026-01-06 02:02:01
502154,302329,17000,2026-01-06 01:58:01
502155,302330,25000,2026-01-06 02:17:35
502156,302331,21000,2026-01-06 02:28:35
502157,302332,19000,2026-01-06 02:36:35
502158,302333,35000,2026-01-06 02:26:35
502159,302334,23000,2026-01-06 02:09:32
502160,302335,20000,2026-01-06 02:25:32
502161,302336,37000,2026-01-06 02:37:32
502162,302337,29000,2026-01-06 02:07:32
502163,302338,19000,2026-01-06 02:49:36
502164,302339,14000,2026-01-06 02:43:36
502165,302340,39000,2026-01-06 02:34:30
502166,302341,32000,2026-01-06 02:56:30
502167,302342,27000,2026-01-06 02:12:30
502168,302344,25000,2026-01-06 02:28:30
502169,302345,44000,2026-01-06 02:37:26
502170,302347,48000,2026-01-06 02:16:26
502171,302348,10000,2026-01-06 02:38:26
502172,302349,12000,2026-01-06 02:55:21
502173,302350,13000,2026-01-06 02:45:21
502174,302351,24000,2026-01-06 02:29:40
502175,302352,22000,2026-01-06 03:38:40
502176,302353,29000,2026-01-06 03:23:40
502177,302354,48000,2026-01-06 03:32:40
502178,302355,38000,2026-01-06 03:55:17
502179,302356,23000,2026-01-06 02:38:17
502180,302357,35000,2026-01-06 03:06:17
502181,302358,32000,2026-01-06 03:36:17
502182,302359,38000,2026-01-06 03:26:07
502183,302360,37000,2026-01-06 03:23:07
502184,302361,11000,2026-01-06 03:42:07
502185,302362,12000,2026-01-06 03:00:07
502186,302363,33000,2026-01-06 03:43:07
502187,302364,18000,2026-01-06 03:42:30
502188,302365,27000,2026-01-06 03:53:30
502189,302366,35000,2026-01-06 04:16:30
502190,302368,48000,2026-01-06 03:52:20
502191,302369,37000,2026-01-06 04:24:20
502192,302370,23000,2026-01-06 04:03:45
502193,302371,11000,2026-01-06 03:57:45
502194,302372,48000,2026-01-06 03:51:21
502195,302373,24000,2026-01-06 04:03:21
502196,302374,15000,2026-01-06 04:00:21
502197,302375,16000,2026-01-06 03:42:21
502198,302376,13000,2026-01-06 03:45:21
502199,302377,14000,2026-01-06 04:50:12
502200,302378,50000,2026-01-06 04:09:12
502201,302379,37000,2026-01-06 04:30:12
502202,302380,30000,2026-01-06 04:43:17
502203,302381,29000,2026-01-06 04:17:17
502204,302382,30000,2026-01-06 04:14:17
502205,302383,13000,2026-01-06 04:19:20
502206,302385,38000,2026-01-06 04:33:20
502207,302386,33000,2026-01-06 05:00:20
502208,302387,28000,2026-01-06 04:40:57
502209,302388,32000,2026-01-06 04:46:57
502210,302389,39000,2026-01-06 04:36:57
502211,302390,23000,2026-01-06 04:27:57
502212,302391,23000,2026-01-06 04:58:03
502213,302392,22000,2026-01-06 04:53:03
502214,302393,42000,2026-01-06 05:15:21
502215,302394,14000,2026-01-06 05:05:21
502216,302395,22000,2026-01-06 04:41:21
502217,302396,38000,2026-01-06 05:23:52
502218,302397,23000,2026-01-06 05:17:52
502219,302398,42000,2026-01-06 05:04:52
502220,302399,32000,2026-01-06 05:06:52
502221,302400,34000,2026-01-06 05:15:52
502222,302401,47000,2026-01-06 05:02:14
502223,302403,34000,2026-01-06 05:34:14
502224,302404,31000,2026-01-06 05:17:14
502225,302405,11000,2026-01-06 05:55:14
502226,302406,24000,2026-01-06 06:17:01
502227,302408,43000,2026-01-06 05:27:01
502228,302410,49000,2026-01-06 06:13:22
502229,302411,45000,2026-01-06 05:34:22
502230,302412,50000,2026-01-06 06:01:22
502231,302413,43000,2026-01-06 05:57:22
502232,302414,47000,2026-01-06 05:59:04
502233,302415,50000,2026-01-06 06:37:04
502234,302416,38000,2026-01-06 06:00:35
502235,302417,47000,2026-01-06 06:23:35
502236,302418,31000,2026-01-06 06:46:35
502237,302419,23000,2026-01-06 06:22:35
502238,302420,11000,2026-01-06 06:09:27
502239,302421,44000,2026-01-06 05:56:27
502240,302422,41000,2026-01-06 06:48:27
502241,302423,31000,2026-01-06 06:41:27
502242,302424,49000,2026-01-06 06:41:27
502243,302425,13000,2026-01-06 06:27:07
502244,302426,37000,2026-01-06 06:36:07
502245,302427,15000,2026-01-06 06:37:07
502246,302428,10000,2026-01-06 07:08:04
502247,302429,35000,2026-01-06 06:01:04
502248,302430,15000,2026-01-06 06:24:56
502249,302431,46000,2026-01-06 06:40:56
502250,302432,46000,2026-01-06 06:20:39
502251,302433,16000,2026-01-06 07:27:39
502252,302434,30000,2026-01-06 06:28:39
502253,302435,39000,2026-01-06 06:51:39
502254,302436,15000,2026-01-06 06:53:43
502255,302437,35000,2026-01-06 07:21:43
502256,302438,49000,2026-01-06 06:54:43
502257,302439,30000,2026-01-06 07:38:43
502258,302441,34000,2026-01-06 07:03:03
502259,302442,32000,2026-01-06 07:37:03
502260,302443,25000,2026-01-06 07:10:03
502261,302445,41000,2026-01-06 07:02:03
502262,302446,25000,2026-01-06 07:33:15
502263,302447,26000,2026-01-06 07:27:15
502264,302448,14000,2026-01-06 07:01:15
502265,302449,39000,2026-01-06 07:28:15
502266,302450,50000,2026-01-06 07:22:15
502267,302451,12000,2026-01-06 07:11:13
502268,302452,41000,2026-01-06 07:13:13
502269,302453,16000,2026-01-06 07:38:09
502270,302454,17000,2026-01-06 07:53:09
502271,302455,23000,2026-01-06 07:17:09
502272,302456,36000,2026-01-06 07:38:09
502273,302457,48000,2026-01-06 08:13:09
502274,302458,27000,2026-01-06 08:22:08
502275,302459,30000,2026-01-06 08:31:08
502276,302461,22000,2026-01-06 07:55:32
502277,302462,45000,2026-01-06 07:50:32
502278,302463,27000,2026-01-06 08:41:32
502279,302464,29000,2026-01-06 07:45:32
502280,302465,14000,2026-01-06 08:26:32
502281,302466,24000,2026-01-06 07:56:36
502282,302467,10000,2026-01-06 08:43:36
502283,302468,48000,2026-01-06 07:36:36
502284,302469,22000,2026-01-06 08:19:36
502285,302470,21000,2026-01-06 08:10:36
502286,302471,26000,2026-01-06 08:19:02
502287,302472,24000,2026-01-06 08:18:02
502288,302473,38000,2026-01-06 08:26:02
502289,302474,14000,2026-01-06 07:55:02
502290,302475,25000,2026-01-06 09:00:46
502291,302476,40000,2026-01-06 09:00:46
502292,302477,19000,2026-01-06 08:25:46
502293,302478,11000,2026-01-06 08:47:46
502294,302479,36000,2026-01-06 08:37:47
502295,302480,29000,2026-01-06 09:11:47
502296,302481,23000,2026-01-06 08:25:47
502297,302482,49000,2026-01-06 08:35:47
502298,302483,37000,2026-01-06 08:28:47
502299,302484,35000,2026-01-06 09:01:00
502300,302485,19000,2026-01-06 09:34:00
502301,302486,36000,2026-01-06 09:37:51
502302,302487,36000,2026-01-06 09:06:51
502303,302488,40000,2026-01-06 09:18:51
502304,302489,25000,2026-01-06 08:49:51
502305,302490,49000,2026-01-06 09:11:37
502306,302491,38000,2026-01-06 08:47:37
502307,302492,42000,2026-01-06 09:17:32
502308,302493,19000,2026-01-06 09:12:32
502309,302494,30000,2026-01-06 09:49:32
502310,302495,14000,2026-01-06 09:43:07
502311,302496,25000,2026-01-06 09:31:07
502312,302497,24000,2026-01-06 10:10:07
502313,302498,18000,2026-01-06 09:36:07
502314,302499,10000,2026-01-06 09:17:07
502315,302500,11000,2026-01-06 10:12:44
502316,302501,40000,2026-01-06 09:31:44
502317,302502,21000,2026-01-06 09:53:44
502318,302503,24000,2026-01-06 09:17:44
502319,302504,18000,2026-01-06 09:54:38
502320,302506,18000,2026-01-06 09:23:38
502321,302507,44000,2026-01-06 10:03:38
502322,302509,26000,2026-01-06 10:09:10
502323,302510,42000,2026-01-06 10:38:10
502324,302511,13000,2026-01-06 09:38:10
502325,302512,26000,2026-01-06 09:41:10
502326,302513,17000,2026-01-06 10:30:30
502327,302514,46000,2026-01-06 10:11:30
502328,302515,35000,2026-01-06 10:13:30
502329,302516,22000,2026-01-06 10:30:30
502330,302517,22000,2026-01-06 10:30:30
502331,302518,12000,2026-01-06 10:32:09
502332,302519,36000,2026-01-06 10:22:09
502333,302520,10000,2026-01-06 10:18:09
502334,302521,41000,2026-01-06 10:52:09
502335,302522,23000,2026-01-06 10:44:43
502336,302523,45000,2026-01-06 10:29:43
502337,302524,43000,2026-01-06 10:39:51
502338,302525,17000,2026-01-06 10:24:51
502339,302526,47000,2026-01-06 11:00:51
502340,302527,50000,2026-01-06 10:39:51
502341,302528,22000,2026-01-06 10:50:51
502342,302529,31000,2026-01-06 10:52:37
502343,302530,45000,2026-01-06 10:45:37
502344,302531,12000,2026-01-06 10:26:37
502345,302532,47000,2026-01-06 11:14:37
502346,302533,17000,2026-01-06 10:35:37
502347,302534,15000,2026-01-06 11:18:00
502348,302535,26000,2026-01-06 11:09:00
502349,302536,29000,2026-01-06 11:00:00
502350,302538,25000,2026-01-06 10:53:00
502351,302539,28000,2026-01-06 11:21:02
502352,302540,37000,2026-01-06 11:16:02
502353,302541,45000,2026-01-06 10:45:02
502354,302542,18000,2026-01-06 11:21:02
502355,302543,42000,2026-01-06 11:07:02
502356,302544,28000,2026-01-06 11:10:38
502357,302545,12000,2026-01-06 11:23:38
502358,302546,26000,2026-01-06 11:45:38
502359,302547,36000,2026-01-06 11:21:29
502360,302548,39000,2026-01-06 11:08:29
502361,302549,16000,2026-01-06 12:04:29
502362,302550,31000,2026-01-06 11:24:29
502363,302551,50000,2026-01-06 11:09:29
502364,302552,35000,2026-01-06 11:41:49
502365,302553,21000,2026-01-06 11:39:49
502366,302554,13000,2026-01-06 11:11:49
502367,302555,39000,2026-01-06 11:15:49
502368,302556,50000,2026-01-06 12:12:16
502369,302557,26000,2026-01-06 11:50:16
502370,302558,37000,2026-01-06 12:06:16
502371,302559,29000,2026-01-06 12:35:06
502372,302560,36000,2026-01-06 11:54:06
502373,302561,11000,2026-01-06 11:58:06
502374,302562,33000,2026-01-06 11:57:06
502375,302563,19000,2026-01-06 12:19:06
502376,302564,15000,2026-01-06 12:20:06
502377,302566,42000,2026-01-06 12:11:00
502378,302567,32000,2026-01-06 12:42:00
502379,302568,18000,2026-01-06 12:30:00
502380,302570,38000,2026-01-06 12:35:00
502381,302571,47000,2026-01-06 12:04:36
502382,302572,36000,2026-01-06 12:03:36
502383,302573,40000,2026-01-06 12:33:36
502384,302575,34000,2026-01-06 13:09:24
502385,302576,31000,2026-01-06 12:58:24
502386,302577,11000,2026-01-06 12:46:40
502387,302578,15000,2026-01-06 13:14:40
502388,302579,41000,2026-01-06 13:24:40
502389,302580,19000,2026-01-06 13:01:40
502390,302581,28000,2026-01-06 13:16:18
502391,302582,14000,2026-01-06 13:04:18
502392,302583,44000,2026-01-06 12:40:18
502393,302584,16000,2026-01-06 12:41:22
502394,302585,33000,2026-01-06 13:23:22
502395,302586,21000,2026-01-06 12:53:22
502396,302587,13000,2026-01-06 13:07:22
502397,302588,42000,2026-01-06 13:13:46
502398,302589,13000,2026-01-06 13:35:46
502399,302590,47000,2026-01-06 13:42:46
502400,302591,15000,2026-01-06 13:39:46
502401,302592,29000,2026-01-06 13:22:46
502402,302593,16000,2026-01-06 13:56:53
502403,302594,36000,2026-01-06 13:15:53
502404,302595,49000,2026-01-06 14:05:02
502405,302597,39000,2026-01-06 14:18:02
502406,302598,10000,2026-01-06 14:15:02
502407,302599,31000,2026-01-06 13:34:02
502408,302600,45000,2026-01-06 13:54:09
502409,302601,10000,2026-01-06 14:02:09
502410,302602,36000,2026-01-06 13:35:40
502411,302603,17000,2026-01-06 14:31:40
502412,302604,47000,2026-01-06 14:44:52
502413,302606,24000,2026-01-06 14:04:52
502414,302607,28000,2026-01-06 14:26:51
502415,302608,33000,2026-01-06 14:53:51
502416,302609,28000,2026-01-06 14:16:37
502417,302610,35000,2026-01-06 14:35:37
502418,302611,34000,2026-01-06 15:05:28
502419,302612,40000,2026-01-06 14:19:28
502420,302613,32000,2026-01-06 14:31:28
502421,302614,46000,2026-01-06 15:07:28
502422,302616,36000,2026-01-06 14:38:05
502423,302617,40000,2026-01-06 14:16:05
502424,302618,43000,2026-01-06 15:35:13
502425,302619,23000,2026-01-06 15:19:13
502426,302620,28000,2026-01-06 15:35:02
502427,302621,16000,2026-01-06 15:32:02
502428,302622,10000,2026-01-06 14:58:02
502429,302623,40000,2026-01-06 15:44:35
502430,302624,34000,2026-01-06 15:47:35
502431,302625,24000,2026-01-06 15:35:35
502432,302626,30000,2026-01-06 14:57:29
502433,302627,41000,2026-01-06 15:30:29
502434,302628,42000,2026-01-06 16:03:29
502435,302629,17000,2026-01-06 15:43:29
502436,302630,18000,2026-01-06 15:43:58
502437,302631,41000,2026-01-06 15:56:58
502438,302632,33000,2026-01-06 16:12:58
502439,302633,33000,2026-01-06 15:32:58
502440,302634,39000,2026-01-06 15:45:27
502441,302635,28000,2026-01-06 16:10:27
502442,302636,32000,2026-01-06 15:31:11
502443,302637,13000,2026-01-06 16:24:11
502444,302638,26000,2026-01-06 16:26:11
502445,302639,24000,2026-01-06 16:16:11
502446,302640,43000,2026-01-06 15:44:26
502447,302641,14000,2026-01-06 16:38:26
502448,302642,39000,2026-01-06 16:40:26
502449,302643,35000,2026-01-06 16:53:26
502450,302644,38000,2026-01-06 16:25:26
502451,302645,38000,2026-01-06 16:13:26
502452,302646,23000,2026-01-06 16:17:56
502453,302647,23000,2026-01-06 16:43:56
502454,302648,23000,2026-01-06 16:43:29
502455,302649,48000,2026-01-06 16:24:29
502456,302650,26000,2026-01-06 16:39:29
502457,302652,31000,2026-01-06 17:17:29
502458,302653,48000,2026-01-06 17:21:44
502459,302654,15000,2026-01-06 16:49:44
502460,302655,10000,2026-01-06 16:44:44
502461,302656,36000,2026-01-06 16:54:44
502462,302657,14000,2026-01-06 17:16:48
502463,302658,43000,2026-01-06 17:08:48
502464,302659,35000,2026-01-06 17:19:48
502465,302660,21000,2026-01-06 16:35:48
502466,302661,19000,2026-01-06 17:16:48
502467,302662,17000,2026-01-06 17:26:54
502468,302663,28000,2026-01-06 17:10:54
502469,302664,28000,2026-01-06 16:56:54
502470,302665,24000,2026-01-06 16:55:54
502471,302666,37000,2026-01-06 17:39:54
502472,302667,36000,2026-01-06 17:45:27
502473,302668,27000,2026-01-06 17:25:27
502474,302669,14000,2026-01-06 17:15:27
502475,302670,11000,2026-01-06 17:37:58
502476,302671,22000,2026-01-06 17:53:58
502477,302672,22000,2026-01-06 17:37:30
502478,302673,26000,2026-01-06 17:28:30
502479,302674,38000,2026-01-06 17:19:30
502480,302675,25000,2026-01-06 17:54:30
502481,302676,30000,2026-01-06 18:01:44
502482,302677,49000,2026-01-06 18:27:44
502483,302678,48000,2026-01-06 18:03:42
502484,302679,41000,2026-01-06 18:01:42
502485,302680,24000,2026-01-06 18:10:55
502486,302681,46000,2026-01-06 18:52:55
502487,302682,36000,2026-01-06 18:17:55
502488,302683,29000,2026-01-06 18:28:21
502489,302685,38000,2026-01-06 18:32:21
502490,302686,36000,2026-01-06 19:01:47
502491,302687,10000,2026-01-06 18:55:47
502492,302688,20000,2026-01-06 19:00:47
502493,302689,33000,2026-01-06 18:47:47
502494,302690,25000,2026-01-06 19:01:47
502495,302691,20000,2026-01-06 18:56:23
502496,302693,31000,2026-01-06 19:06:15
502497,302694,24000,2026-01-06 18:56:15
502498,302695,12000,2026-01-06 18:51:15
502499,302696,45000,2026-01-06 19:33:15
502500,302697,20000,2026-01-06 19:12:17
502501,302698,47000,2026-01-06 18:58:17
502502,302699,32000,2026-01-06 19:02:17
502503,302700,27000,2026-01-06 19:49:32
502504,302701,13000,2026-01-06 19:22:32
502505,302702,30000,2026-01-06 19:43:32
502506,302703,41000,2026-01-06 19:18:43
502507,302704,47000,2026-01-06 19:18:43
502508,302705,34000,2026-01-06 18:57:43
502509,302706,31000,2026-01-06 19:49:18
502510,302708,35000,2026-01-06 19:37:40
502511,302710,50000,2026-01-06 19:47:40
502512,302711,17000,2026-01-06 19:57:47
502513,302712,46000,2026-01-06 19:53:47
502514,302713,27000,2026-01-06 19:53:47
502515,302714,14000,2026-01-06 19:51:33
502516,302715,10000,2026-01-06 19:57:33
502517,302716,25000,2026-01-06 20:27:08
502518,302717,41000,2026-01-06 20:27:08
502519,302718,48000,2026-01-06 19:58:08
502520,302719,25000,2026-01-06 20:48:49
502521,302720,30000,2026-01-06 20:51:49
502522,302722,41000,2026-01-06 20:49:11
502523,302723,25000,2026-01-06 20:50:11
502524,302724,37000,2026-01-06 20:35:11
502525,302725,20000,2026-01-06 20:18:11
502526,302726,31000,2026-01-06 21:02:28
502527,302727,43000,2026-01-06 21:02:28
502528,302728,30000,2026-01-06 20:55:28
502529,302729,35000,2026-01-06 21:00:28
502530,302730,20000,2026-01-06 21:03:28
502531,302731,50000,2026-01-06 21:35:28
502532,302732,47000,2026-01-06 21:06:28
502533,302733,32000,2026-01-06 20:21:28
502534,302734,50000,2026-01-06 21:20:49
502535,302735,38000,2026-01-06 20:46:49
502536,302736,26000,2026-01-06 21:01:49
502537,302737,15000,2026-01-06 21:02:18
502538,302738,10000,2026-01-06 21:14:18
502539,302739,38000,2026-01-06 20:43:18
